instance,n,number of cycles,covered squares,cpu_time (s),solution found
43e07eb2-b033-4bb0-95b7-51ca618ad2ad.singles,5,99,8,0.001412451,True
00771139-feae-45dd-b14a-e85aca474fa6.singles,5,5,6,0.068328194,True
5d12124f-d6aa-42b3-9cb8-f0ed19182392.singles,5,2,8,0.001819004,True
dbd19d81-6f70-4e3a-a81b-9ffc20cae50a.singles,5,14,7,0.093007319,True
4d555ee3-1a48-42a7-a9b8-db4893920dc5.singles,5,16,7,0.002420742,True
8e710648-0378-42b8-891a-3d4fbd2fdb71.singles,5,22,7,0.042553445,True
8ae144af-4b43-46c4-825b-79c6bc3ce69b.singles,5,10,7,0.07956428,True
1ae3b6e5-db70-454a-aa97-8b856d92d217.singles,5,16,7,3.995576543,True
026e51a5-a7f2-4880-a85a-660fd85beb02.singles,5,21,7,0.02012069,True
c13cf26f-990b-4bf9-85a7-0a50943bbac7.singles,5,6,7,0.028095685,True
a358ee82-760f-4229-8441-dac5ccfd5bf3.singles,5,7,6,0.047017673,True
d8ea3a17-e3bb-4be2-b254-03bc780ae0d9.singles,5,14,7,0.026445468,True
8ed1e8ef-8565-496f-80df-22fe7c490e0b.singles,5,3,7,0.517453026,True
d54304ec-6031-48ce-a123-752c538cb45a.singles,5,23,7,0.005342736,True
4d8a279e-a7c4-41d9-9eb0-27301772067b.singles,5,7,8,0.016206182,True
fee07d47-a342-47f4-b075-17c592aa027d.singles,5,10,8,0.001692358,True
b0a0fb3d-4b16-41d6-a1e6-324930fd4e39.singles,5,32,7,0.030925569,True
a31b25e7-f65d-46ee-99a8-e65302021f5c.singles,5,16,7,0.003465945,True
ca9b1be8-3c71-413a-af24-b4749391260b.singles,5,6,8,0.002487477,True
7a2531e0-4be5-40d1-848d-2891abdf6976.singles,5,5,6,0.169243688,True
73c43ebf-3014-4621-8839-174bd04077c8.singles,5,1,6,0.055115003,True
1ca48a12-64cf-4eef-a7dc-e75d2a69341b.singles,5,34,7,0.008032125,True
b85caad7-3b9a-48c4-9b89-62fb5b89aaca.singles,5,4,8,0.004483885,True
3c1b6700-5e2a-4968-883f-5d59e1e6ad19.singles,5,38,7,0.003985409,True
509f230e-13fc-4b27-8fcc-2ec7f467a5dd.singles,5,16,7,0.009619632,True
f332a103-ac73-417d-b919-a661a6aa1ab1.singles,5,73,8,0.444195817,True
3ad014c5-b8b5-45c5-9fe5-2addcf21f27a.singles,5,35,7,0.007289751,True
d654e491-e6be-4af0-b3ae-2030e8430c55.singles,5,47,7,0.002494102,True
f521dfaa-b9af-4c87-9f81-cbc1f77d33f3.singles,5,216,8,0.003567679,True
4168bee8-2dac-4043-9fca-ce392ab218da.singles,5,19,7,0.037720086,True
5ec2b825-5d46-4a57-a1d3-505c9985ceae.singles,5,20,7,0.004501838,True
825a96af-1a02-42e7-bd34-001c787a63cf.singles,5,6,6,0.019318669,True
fdcc39b8-0724-4abf-b29a-bc1865a7e630.singles,5,6,7,0.004558414,True
dae5b416-d845-48d6-94e7-108df598acf1.singles,5,23,7,0.023862797,True
05f49c7a-fd18-4785-be0c-337181e69bf7.singles,5,35,8,0.011986625,True
cf59fbc3-73ef-4157-8ff9-de6d7fb34270.singles,5,4,6,0.147771313,True
1e1ced74-01fc-4ec2-816e-17584d2690c0.singles,5,19,7,0.011342374,True
dc2df290-6972-45b9-8fac-ccf4e2edfb04.singles,5,20,6,1.787749913,True
56bba070-c43d-4b1e-b2e5-b274a3872462.singles,5,10,7,0.003847209,True
e84b7fea-b79a-4bdf-b6e1-55569fc15831.singles,5,14,7,0.00249951,True
07989c72-cf7f-48ae-8aea-bc8a4af3c4a6.singles,5,23,8,0.01343442,True
2c501ff9-3b78-47bf-9002-f6f12bba6ea8.singles,5,13,7,0.007707747,True
6fb36a7d-c8e5-495e-bcf1-ed424f5503c7.singles,5,4,8,1.759939155,True
88fd4cb0-4ec6-4024-95b1-5ccf9d5a8c5b.singles,5,10,7,0.004673659,True
6cbdc84f-fe31-43d4-bb1a-3ffe952ddd35.singles,5,206,7,0.00662367,True
6c3dfcb9-c6dc-4d92-aef4-ee77dd7be86c.singles,5,7,7,0.011908388,True
92d4fc78-eac3-45ce-8eb8-b917775d49db.singles,5,20,7,0.02944886,True
7e1b8e7c-dafc-4eff-88ad-7c3d90140dd8.singles,5,9,7,0.066376206,True
0c444724-4815-412c-b3c9-c39d76a2529b.singles,5,9,7,0.00441758,True
6b8db92b-13e1-4e40-ac78-38370c0339ca.singles,5,73,7,0.218351624,True
b9f5a362-2014-432a-954a-94faacca926a.singles,5,50,8,0.01207575,True
b2d0377a-7bcd-4bf9-8ba4-8dfb30e14a9f.singles,5,7,7,0.011079239,True
f8ead8cf-ce53-4d7e-8a57-0f08bbf4a3ce.singles,5,40,7,0.013320639,True
4bb32a0d-5099-4e82-802e-76aeabc1a2b7.singles,5,30,7,0.410786924,True
68fdbc09-5adb-4b7c-9e57-60495d14fc21.singles,5,17,6,3.163576972,True
67a7a82e-983b-4cc7-8259-60cb564a651b.singles,5,94,7,0.04900857,True
325fe8f3-49cf-4765-abcd-a27839810ecb.singles,5,13,7,0.002396487,True
495bc9f9-bd6f-4462-81a4-898a4d9d69d7.singles,5,9,6,0.019515333,True
ab9da109-5b65-46b7-8642-52175c685f1e.singles,5,24,7,0.262371795,True
2f850c15-09aa-4600-b6bd-e4ccf54c9abf.singles,5,3,6,0.079343782,True
d120966f-7767-45d7-abe8-0caae4494012.singles,5,25,7,0.880992262,True
a41abe2c-bc17-47eb-ba54-8ec956545ff5.singles,5,26,7,0.004487805,True
139b5128-c623-44ae-b4e6-25a596d3adc2.singles,5,13,7,0.299477535,True
8ce07267-e0ac-46a1-819b-c43963d00596.singles,5,7,7,0.037197399,True
b25256f3-8910-4704-ab52-91dfef090a7a.singles,5,9,6,0.073035455,True
07b2e373-43c4-4491-a17d-6dc7f7b89147.singles,5,8,6,1.729412115,True
71b81bb6-5356-4f34-8cb8-e54f1b72434b.singles,5,4,6,0.199839917,True
b958d33b-1364-48ee-b0af-81cd82c1cc61.singles,5,13,6,0.525914742,True
60bed3e9-ae69-42a5-bcfb-722a92cc62aa.singles,5,20,6,0.019520302,True
26de4d47-c698-47c4-b566-659f78e8d1a1.singles,5,19,7,0.023121029,True
edec3de3-dd24-4a24-a204-5f611c456454.singles,5,14,6,0.317817313,True
e6a211d1-2198-407f-9952-bc1cf88e88d7.singles,5,23,7,0.005209988,True
37204b7a-40d8-466c-8f64-524c4f63770b.singles,5,30,7,0.006430958,True
dc2bfd63-8b27-49d8-8c07-08cb1d3dea21.singles,5,42,7,0.004403283,True
f779e8e6-876a-47de-adff-759deff3209b.singles,5,58,7,0.112773695,True
331d8a46-c507-4ddc-ac7f-957cf4d344ee.singles,5,49,7,0.015207105,True
a276c2dc-c0a2-4ba9-8bc3-6bf2d3a6da0d.singles,5,17,7,0.012941956,True
50aafd3b-4a0c-4d67-b22c-bc0eccc7470a.singles,5,43,7,0.00169399,True
0eca2dbd-a063-4467-bab3-ffd7edd0a7fc.singles,5,27,8,0.011906634,True
332c3fb0-f314-4e3b-8261-ebb791b41491.singles,5,1,7,0.001730978,True
332f1673-0b6a-420c-8f34-4ed17f84d28d.singles,5,104,7,0.080096098,True
46a49e33-84c5-45f2-b44c-4f5ab6f159d1.singles,5,40,7,0.056358941,True
877a97b5-2a88-49e9-a74a-e7eeb76c758c.singles,5,35,7,0.004487019,True
1acb7839-dee3-4a83-9501-e7280bbb9130.singles,5,78,7,0.007907769,True
755e2606-0d25-46c1-95cf-c51e67a48105.singles,5,59,8,0.002056098,True
48db00be-1319-4dd8-ab4f-b57648ef77f3.singles,5,4,6,3.486868988,True
81579255-15af-4a4e-b001-e85857cf9dd1.singles,5,15,7,0.18691034,True
c8cdddc4-ed5f-497f-9b72-64559017a1b0.singles,5,67,8,0.00140665,True
90b66b74-bbc9-49e7-8d53-9e048ad6cb22.singles,5,14,6,0.077896573,True
d0ae393c-9c00-47a7-97ef-9f8e349e0dce.singles,5,13,7,0.017254811,True
3ffb0594-d832-4fd2-9e4d-1110fc742ff8.singles,5,11,6,0.159365466,True
e25aac68-52fa-4a80-baa6-a9602f1d461a.singles,5,24,7,0.02481432,True
403ac03e-0369-4e11-aa14-4384af889b9d.singles,5,13,6,0.682579989,True
9af2f8a1-8167-475f-9070-125c1cbba298.singles,5,30,7,0.106941399,True
c0ff11f8-f3d9-47e6-b410-ae9e7e4f9741.singles,5,46,7,0.002873813,True
ed1e45ef-9cb6-4282-8342-494e1ac4a9e7.singles,5,6,8,0.020854073,True
a20ec2c8-3400-4cc3-a234-210b2df2820f.singles,5,27,7,0.08144892,True
c956b871-0320-4b0b-afaf-485211585d8d.singles,5,36,6,0.20136259,True
1288b4eb-be33-429b-86aa-eeef1b156d5a.singles,5,8,7,0.002631661,True
4fd43075-ca81-4810-b2b6-1a949c2ddf4e.singles,5,12,7,0.043994361,True
53104a4a-6fc8-4ce5-9df6-100e4711117e.singles,5,10,6,20,False
41fc84e7-4042-477c-88c7-b3604d21514e.singles,5,29,8,0.0026643,True
42279090-3197-43cd-bd34-d0eaeffe1781.singles,5,21,7,0.022312069,True
ccfd7eec-1490-47dc-9242-d67740442b15.singles,5,44,7,0.042609704,True
886a8ea1-9602-4826-b6b1-cb2f84757222.singles,5,4,6,0.007576037,True
d6ba6dad-7bdd-47d7-8b28-fd5fc3546d17.singles,5,2,7,0.617299897,True
703b5dae-ddbd-468d-b39c-9575c2009256.singles,5,21,7,0.082247234,True
55800011-f031-4395-9406-1c918c3754b4.singles,5,8,7,0.002381958,True
b0ee93b0-5ccb-4cfc-aa09-644182ef03f0.singles,5,35,7,0.004420276,True
6d45e6e6-ba85-4859-a3b9-94dbb2e251ff.singles,5,8,8,0.002343388,True
d272eacb-1619-45fd-8fbb-b1e2dd49a130.singles,5,21,6,7.855390303,True
1d1325c5-337c-4afc-8cd6-8b73cf4ec753.singles,5,13,7,0.011039046,True
d119e199-a5ab-49f5-ae6a-424c5c226be0.singles,5,30,6,5.047084647,True
90f6418d-7f04-4ca5-afa2-39056f23d305.singles,5,6,6,1.391844234,True
0d2d6a77-7f02-48d3-aad0-7bde7e5c8096.singles,5,165,7,0.061271541,True
0013e80c-9d97-4a13-82f0-9ff6eed5d78f.singles,5,40,8,0.096442465,True
b1f9ec86-4d9e-439a-9ebd-a9c23e820dab.singles,5,38,7,0.005455699,True
fc02fe2c-dc80-4e6e-a6b2-0da617257b20.singles,5,30,8,0.007389205,True
48b7f11c-4c02-445b-8b56-8384a67c2424.singles,5,16,7,0.002419161,True
b5b3e68c-bc79-4ec0-8fd4-5c0f82e6ae11.singles,5,36,7,0.004846875,True
7ef3e024-f5c6-4d9f-bc73-100b16f63197.singles,5,160,8,0.001401941,True
caebc9ca-aa45-4932-9d89-b6968504c2e5.singles,5,21,7,0.01411601,True
a0ba815b-26aa-43d7-a193-688aa77d2428.singles,5,18,8,0.003455613,True
69f3a124-87cf-4dc8-97b0-2fd7eb085e0a.singles,5,26,6,0.052805316,True
1645263d-5194-46ee-ac39-2df6ab47fc78.singles,5,26,7,0.004265055,True
ddc282d7-47df-4797-9798-7127d9fd3f0c.singles,5,3,7,0.0222534,True
d9d73754-dec6-4178-9e0d-57d9f3616d15.singles,5,6,7,1.339703512,True
e30da6d3-1efa-4830-95b8-9c4a429c8b3d.singles,5,16,7,0.110356958,True
f49565bd-3118-443f-9d81-18e274173a2c.singles,5,20,7,0.004583421,True
f2478e0e-172d-4dff-b947-70f4be456707.singles,5,23,7,0.32960898,True
f0db094a-431d-43b2-9ce5-f0fe5d78f0a3.singles,5,4,6,0.025327451,True
dd3bc9ad-68c7-4b62-808d-d8d902675bba.singles,5,45,8,0.005857151,True
6bf2c0cc-cdbf-458a-9fde-4f96c3216301.singles,5,19,7,0.004812511,True
7afdc86b-341f-403c-92ce-1d34c877d4e6.singles,5,31,8,0.957400259,True
859ae7e2-842b-4fac-8356-7495132d6f4a.singles,5,8,7,0.011879642,True
7d394828-18d0-49d7-8e7c-d5cd3703683d.singles,5,47,8,0.002922443,True
6d1c2d56-b956-40e4-bdea-39980e2a7c7d.singles,5,1,7,0.007783739,True
2fe176f1-216a-4903-9506-3ebca5601255.singles,5,20,7,0.031706383,True
46270211-7c5e-4ae5-b59d-e620665efbbc.singles,5,6,6,0.178222958,True
5e774ca4-0ae9-4ba1-831a-1458d5b054ef.singles,5,48,8,0.167668191,True
9a2e5cbf-3da0-44e7-a6e3-3968749dbdc1.singles,5,19,6,0.038595456,True
6863d731-568a-4e8e-90d4-9e94cd2b81df.singles,5,6,6,4.313682586,True
fa1c034f-5f20-4dbd-8934-4fb36d133fa1.singles,5,4,7,0.025063324,True
0e8a4ced-1fbd-45ea-8004-e001b847c348.singles,5,27,7,0.095310635,True
96aa6bd8-bee7-45c4-96ad-dc4bc73aa001.singles,5,6,7,0.005206702,True
a0666581-6f17-43cd-a37c-0684021eb2ff.singles,5,40,7,0.002345633,True
24747cb3-2e71-4a39-a5fd-690cde891c3c.singles,5,7,7,0.004531012,True
c671fc2a-9547-4954-a9aa-1a4c44297319.singles,5,3,8,0.002820694,True
750ae432-3b8a-4499-acda-9fbe87dce046.singles,5,18,7,0.016972341,True
05d56022-d995-4b63-a96c-059c192fa64f.singles,5,35,7,1.548924047,True
f4020324-008d-4e4f-b09a-27d555d9f59c.singles,5,38,7,0.014483521,True
f0c15c7d-aa32-472e-9408-cb452d975032.singles,5,11,7,0.042791276,True
d03aba35-3e08-4e21-a3d6-b9598d901fff.singles,5,3,7,0.00437551,True
59371612-835f-489a-b135-449288e04bc2.singles,5,13,7,0.009621064,True
5261e9f5-1346-4b7a-95b2-3acf6e057aff.singles,5,78,8,0.023501229,True
80778114-ba09-40ed-a7b2-b1bfc33b85a0.singles,5,9,7,0.002589197,True
6b0ee180-5237-428d-a785-977aac5ce0a0.singles,5,3,7,0.019221758,True
a1528ab1-fbd9-4322-9a39-3d998452411d.singles,5,29,7,0.019780909,True
2a1181a6-cd84-4abb-91ce-526c2f83ba6c.singles,5,8,6,1.318872396,True
eb5e31e6-4b0b-4190-acf9-69d2e583ae42.singles,5,6,7,0.040254833,True
90c25516-373c-44a0-9fd0-219059578956.singles,5,16,8,0.002820082,True
572cb00b-b40f-4dbf-9eb9-ffef6b996923.singles,5,41,6,0.033910624,True
ddec290d-23bf-4cac-8634-40f88c3fe176.singles,5,22,7,0.064453066,True
5e8228c9-da6f-4f99-89db-512ab1fd5e6e.singles,5,14,7,0.003538289,True
2c6b3bfe-6749-4c4f-b806-09337b797352.singles,5,9,8,0.012951234,True
406576e4-4b60-4386-a0b1-2b159c9c6caf.singles,5,37,7,0.061724959,True
5e6e65ee-8e97-48e3-99b6-a5ee0f1c383f.singles,5,1,5,7.890895335,True
55bb1246-6a9a-4b5f-ac31-d5d0169f5edc.singles,5,10,7,0.014508217,True
02154980-b55d-43a2-9396-358dab150de7.singles,5,9,6,0.020547867,True
a24d4d5c-5ce9-406c-9e23-8e9b901ba552.singles,5,3,7,0.004686866,True
26851ccf-e82e-4645-8215-bb127d9860de.singles,5,19,7,0.04974284,True
1e6e2474-05bc-42f4-a560-dc2b2132bc84.singles,5,9,7,0.007279802,True
24f1aff6-27cf-4de3-9716-47ce3b942abc.singles,5,7,7,0.004239676,True
a3a9fe00-5db6-4f77-b5a5-643008e7bdba.singles,5,9,7,0.03743567,True
1f4e6e08-79bc-4225-80c0-22098023073d.singles,5,5,6,4.835928975,True
e1e55694-b5e1-4d0a-8eea-f0a419d21c88.singles,5,3,6,0.043669519,True
f4d3c351-5f96-4bb6-b438-8a8350a9c643.singles,5,1,6,0.017308363,True
e2433f75-6d74-4888-b22e-84982a0e31b6.singles,5,16,6,0.094222455,True
7e42009f-3529-4566-9421-9e9ddd447683.singles,5,23,7,0.003463058,True
adafbf75-37b0-4246-9ce3-06d531dc4c3a.singles,5,15,7,0.013069607,True
0d437bb3-33aa-47cf-b92f-018903f79a69.singles,5,39,7,0.004261847,True
62e5b4a8-2b66-4aaa-89d7-875e0116c3ee.singles,5,25,7,0.033822058,True
e6bffa5d-b9f3-46ff-870c-86c55b100df2.singles,5,53,7,0.114397034,True
7e803c2a-c7ff-4eae-b198-8101cbc5ce40.singles,5,50,8,0.006068909,True
83ed42e2-30d6-4f79-8cad-cdd2fe5d7f0d.singles,5,16,7,0.0041455,True
ef9be967-bbd8-4d4f-ab51-e194393a6373.singles,5,25,6,0.03426599,True
8e516bea-b93e-4432-9912-7880f674d008.singles,5,9,7,0.004452214,True
3042dc08-786b-4095-b88a-5c6b7dd3306d.singles,5,8,7,0.002309693,True
11057e58-a148-41d6-a06e-c9171a091aeb.singles,5,10,7,0.013709538,True
83ea36cc-e963-4962-9d6b-9aed2a9e2130.singles,5,14,6,0.054930965,True
ef79da99-d29f-4f3d-93b0-4b2f6b818093.singles,5,7,7,0.006475342,True
83761cd9-f8ea-4e7f-88fe-3f8816c09b19.singles,5,91,7,0.319912099,True
611a90c4-9b79-4cd6-8113-f83fc4e28ac9.singles,5,7,7,8.661519969,True
d707b065-a9e2-449d-bd2c-5e1995ee40b0.singles,5,19,8,0.003531378,True
9b206f7d-d214-4319-bf56-21109b4cb8ea.singles,5,66,8,0.003295995,True
44d861f6-cf3f-402e-946a-abb674243ef6.singles,5,1,7,0.004499461,True
5e3be134-cd4e-4921-9e24-592108d209e8.singles,5,67,6,1.624317603,True
0e708452-3f1d-40cb-ad97-217e7d04101a.singles,5,43,6,0.090347316,True
e8581f00-b88a-45e8-a193-e5751d7d790e.singles,5,18,7,0.005427665,True
8baab695-e978-4c9c-b7d3-a8434ef4e67f.singles,5,9,7,0.0182448,True
9728b315-8d57-40ea-b56d-2105a635bea7.singles,5,22,7,0.013794595,True
367d0fc1-0acb-4e9e-ae44-9294cdf470cb.singles,5,38,7,0.779593218,True
0258ac12-f377-4515-b104-114d1b5a2edd.singles,5,11,6,0.977818708,True
21e305a6-7957-40c0-be1d-7a54acdad3da.singles,5,7,7,1.771852894,True
6c52a039-5586-4e71-8e9b-8b3e3f1fbdd7.singles,5,208,8,0.001477202,True
1e83808e-f470-4199-953a-d66fc9fcfa7d.singles,5,16,7,0.340733216,True
6cb8acf4-35fb-4ce7-9469-227cc21ab416.singles,5,11,7,0.03900112,True
7e7ab76d-0a5b-4786-8b85-84eba9fdf9d7.singles,5,12,8,0.00136476,True
58990f2f-ba8c-47c1-8d23-71af2ac65cbd.singles,5,2,6,0.048845568,True
355e073a-1f08-4891-86e2-aecc172ab813.singles,5,13,7,0.002502295,True
e2d5346c-75a6-4d60-8f6f-b4a4b5a356f0.singles,5,33,7,0.068690123,True
8b2f4df6-a57e-4e8a-ab26-079dd2fd27f4.singles,5,20,7,0.052877203,True
9f2cd604-1a18-4325-a06c-edb8832e65e9.singles,5,10,7,0.095893672,True
0eacca2d-8a0f-498a-ad2b-03a8f584d78e.singles,5,15,6,1.729310273,True
238e1b45-305d-4e03-a380-31372c884f5f.singles,5,7,8,0.023242956,True
eca37e3c-47fe-428e-920b-931d79b8c14e.singles,5,12,7,0.075187529,True
04eaefe1-e72c-4b3b-93c4-0b2a18ac48d4.singles,5,16,8,0.00431638,True
dfd0424f-53fc-4efa-a41b-5441292095b0.singles,5,22,7,0.089116312,True
5661adf7-0b94-41d6-980a-db4e099189f1.singles,5,29,7,0.019596804,True
36f1df1a-9b72-4fc7-905c-f17396295fe9.singles,5,43,7,0.787892671,True
eb1fdc99-fd54-44cb-acd6-3c05665834d1.singles,5,9,6,0.160628746,True
dfe8922f-8f90-40bc-9860-75d5283634dc.singles,5,4,6,0.122673425,True
58c47c68-9daf-45cc-8028-e69fee8c2f4d.singles,5,15,6,0.314001736,True
0b382fc4-c897-4574-92d8-8ea6d8ed31e1.singles,5,10,8,0.004553984,True
0738bec0-0098-4be6-9924-af7a7e60f967.singles,5,20,6,0.651684084,True
9e3d3f7f-d490-44e6-8aa0-1b9bbbd78c55.singles,5,12,7,0.006120707,True
2b3588a5-5a4a-4756-94a8-dabe15ccf506.singles,5,19,7,0.628119768,True
b49dd7a8-10be-40ea-9f4d-2a74d3ff8e8e.singles,5,31,8,0.003802676,True
291c99d5-9cb1-46cb-b630-6ae53b7709ef.singles,5,71,7,0.006901641,True
627ceadc-0280-4089-ae72-2ec251cd96cd.singles,5,7,7,0.084269773,True
56232be2-30f2-46bd-a7fd-d94cc7a96aaf.singles,5,43,6,0.14481399,True
64a32b58-172b-4346-a7f7-493f2c4df1d4.singles,5,5,6,0.052310153,True
beccf4cd-905f-42ca-bd5e-58c697d5d39a.singles,5,12,7,0.003358953,True
a65a08cc-68a6-4436-ba5b-e5eba3d6fc44.singles,5,12,6,2.601184976,True
b92ed44b-1720-4c7d-bc15-6bf224823de9.singles,5,9,6,0.049819518,True
b47197f5-f556-42d0-92ea-cd5a28ec1a98.singles,5,33,7,0.00448803,True
2f83f9ad-b4b3-47b5-aeda-abe215162356.singles,5,10,7,3.477368479,True
6e99907c-020f-42af-bbfa-4eee47f534ec.singles,5,37,8,0.008502457,True
58f07f51-f8d8-491e-898e-072163a96120.singles,5,1,7,0.003011171,True
fd04723d-db4b-4eee-aca0-b8ba040cb9d1.singles,5,3,7,0.074812674,True
fd76feae-fea3-4c6e-a754-05c7e31b22d1.singles,5,35,8,0.001747319,True
c0494c92-e987-4ced-90f5-8b057014fe88.singles,5,2,6,0.08959267,True
5faf7c8d-db55-416f-8d7b-0ad005dc8e43.singles,5,7,7,0.023963174,True
e37c78ca-4231-49df-a84a-ef7dd0773cad.singles,5,33,8,0.004599711,True
3cd6217d-a040-4739-8289-0d09734e0c57.singles,5,9,7,0.012188769,True
2307e96b-bd41-4bfc-94c8-ecba3bdc7d2c.singles,5,97,8,0.002462952,True
00d1edc5-4dba-421c-aec3-3539c599f7aa.singles,5,94,7,0.004306362,True
294d3925-0dd9-4ac4-927d-01e1f62c76b4.singles,5,19,6,0.071141003,True
cbd27d57-68c3-47aa-9134-6612e2d5bc54.singles,5,6,6,0.020647735,True
3763e505-5f07-4505-a20a-852ef1f5b12f.singles,5,10,7,0.010803063,True
836022a7-a4f1-4a6f-a468-6136eb743d5f.singles,5,9,6,0.093435627,True
914e9794-6da5-481e-a88b-25070a532ba7.singles,5,15,7,2.299004936,True
0e00df10-77f5-4276-afcc-a49ba5778fb1.singles,5,33,7,0.038924882,True
3f5e4411-23e1-4e07-8a3e-0c6e70969a5a.singles,5,4,7,0.002217262,True
6baa995a-53ae-4a5f-a9ef-d5d3e73aa911.singles,5,4,6,0.038458059,True
7b9b6a76-753f-4b93-9833-593a58adf4da.singles,5,16,7,0.002506945,True
445e12dd-f39f-4781-9be4-e1d4276302bc.singles,5,6,7,0.005953344,True
8351da98-cd04-420c-b39e-99f095fba835.singles,5,12,6,0.071889488,True
5ff0f0ad-fd88-43a6-b893-cbb0735fe513.singles,5,4,7,0.018469781,True
9a4d81a3-9834-4476-8b97-84c165ce0352.singles,5,29,8,0.144176917,True
fe63eef6-c1cf-4100-8ee2-d9289e8db5b5.singles,5,5,6,6.418513051,True
384e61a1-b24c-418c-ae0a-a6163ecd3d8e.singles,5,40,7,0.627227122,True
787c0626-5336-43a2-b736-56925e707494.singles,5,16,8,0.010632234,True
7ac142ba-1042-4d73-b0f2-115ac8d99dba.singles,5,13,6,0.021875596,True
70635227-13d4-4f66-8106-9cf631ed368b.singles,5,22,6,1.643741807,True
cdbe77d3-7592-4fee-a02e-9a648b742e09.singles,5,9,7,0.006160654,True
82b2187a-8629-4390-93f7-5334e5e49cf2.singles,5,32,7,0.007929523,True
37d779f7-8096-4b8b-81c4-e115563ab1f7.singles,5,26,6,0.014690729,True
b35f4a52-3d51-4d06-b144-698bfd93a641.singles,5,8,7,0.099586064,True
c6850ed7-218d-402f-94b9-46cee4a59770.singles,5,3,6,0.246958057,True
765d82c1-4c93-4762-acd0-fae0e4641306.singles,5,91,7,1.053922697,True
9d52bf8b-9d02-4494-af8d-5352b3211e9e.singles,5,4,7,0.004989134,True
d418c5df-61d8-4555-8e49-999551d3290d.singles,5,23,7,0.126590615,True
e302817d-bdbe-44db-bf66-2d2800d940c6.singles,5,29,7,0.009610744,True
46b0ab09-cb88-45a5-85b4-f914166c1711.singles,5,6,6,0.01653114,True
c8cde211-fa9e-436e-a776-69a4dcf942f8.singles,5,3,7,0.001708126,True
d7ae1216-972b-4bb9-b92d-860d145f5523.singles,5,25,7,0.010623465,True
7e346fbe-70b9-4af5-ad8a-40cc6429905e.singles,5,30,7,0.004474416,True
df9afbec-a802-4400-9a9f-45f2419d786e.singles,5,11,7,0.004473944,True
3da577ad-ad29-48e0-ba5d-f5a0f742152a.singles,5,1,6,0.20365462,True
7beff0a0-199f-446b-abe4-7bdb3784b460.singles,5,3,5,20,False
369b95e0-f8b1-46d8-a159-19a0f63c1938.singles,5,92,7,0.097089383,True
8715dbbb-ea6c-42f8-9d25-bed5cc1008ad.singles,5,29,8,0.001553566,True
be64a54c-c102-491e-a38a-20ff559e9177.singles,5,208,8,0.085605096,True
ae013cb5-6e91-47d3-800e-9cafa417b6cb.singles,5,28,7,0.055302132,True
7a24cb57-4bef-405b-bd2a-b06b0883c5c2.singles,5,12,6,1.339848876,True
3b3c2fa1-72a5-44fc-8a11-bb9c5226acbf.singles,5,33,7,0.02237597,True
7e35c239-a5b8-4ef2-b434-befed8b4f8c1.singles,5,42,7,0.018304487,True
c1946cc7-f330-4ef1-b435-0d126cbb4289.singles,5,21,7,0.201837567,True
2c307ea8-5091-4e4b-90cb-335df5655ae1.singles,5,13,8,0.001521456,True
c6786cab-d64c-46bd-96a5-3551a0fc0008.singles,5,17,7,0.093253212,True
66dd41a9-9319-4dae-8148-a3b7ade131b3.singles,5,11,7,1.110783236,True
73869876-c985-4e55-ba7c-1ad871a828eb.singles,5,7,6,0.038285373,True
cdd31f7e-db46-4efb-b3aa-478a9c49d02c.singles,5,15,8,0.117060937,True
4507bfbc-3675-4d47-a8c6-d93f94777b7c.singles,5,64,6,0.024551419,True
98615fe8-5cda-4a4a-9735-1675947a35fc.singles,5,9,7,0.016128907,True
97d5e2bb-024a-4fed-91d0-1ca71000e543.singles,5,25,7,0.02967641,True
f5d84564-32f7-4498-bdde-dd6ac2485c51.singles,5,6,7,0.034346737,True
fb1bc9e2-2e6d-4272-afd3-85adfb36f612.singles,5,10,7,0.002101643,True
f36537f4-e2ba-4f0d-ac9c-5506c0b1fe3e.singles,5,15,8,0.003225564,True
4bf23abd-887f-4be4-80f6-611badeb740d.singles,5,9,7,0.004383346,True
b6c54488-7f81-401e-be40-c10f763e288a.singles,5,23,7,0.013740807,True
06075914-0b8b-45b6-98d8-98aa8141b988.singles,5,18,7,0.011137581,True
fed051b4-8654-4dd0-8e5a-6b3b1e65028c.singles,5,39,6,2.875304821,True
cbf595e3-4bf0-489a-a757-70c8847afcac.singles,5,4,6,0.255480929,True
eb58d626-9236-4761-b2ce-13826b076110.singles,5,8,7,0.003331341,True
4a1e9ccf-d0f7-4e14-a64e-33fa5d26c9a3.singles,5,11,7,0.01358227,True
cd3cb287-9e61-4eff-8479-4bda47c9a3ff.singles,5,38,7,0.022553384,True
69333ed7-b153-4e1d-9636-1fffee0aa6e8.singles,5,5,6,7.638867519,True
7179082c-d377-4f28-b832-e5466562d72f.singles,5,23,6,0.02022711,True
a4f127d0-d481-4b46-ba2a-469d50996325.singles,5,13,7,0.002695808,True
eced4765-52cc-4f71-b063-8766b19f40c1.singles,5,7,7,0.001815588,True
b12e777a-cbba-48ac-a049-9e38b8e6292a.singles,5,6,7,0.002443507,True
1ca0937c-598e-4809-87de-422dc79acbdb.singles,5,7,7,0.0044702,True
50febc82-27a5-4e5e-a0aa-8132add10410.singles,5,30,7,0.265405794,True
